キャンペーンのパフォーマンス
2021年1月1日 - 2026年6月15日
日,キャンペーン,クリック数,表示回数,クリック率,通貨コード,平均クリック単価,費用,コンバージョン,コンバージョン率,コンバージョン単価,すべてのコンバージョン,すべてのコンバージョン値,検索広告の最上部インプレッション シェア,検索広告の上部インプレッション シェア,検索広告のインプレッション シェア,検索広告の IS 損失率（ランク）,検索広告の IS 損失率（予算）
2021-10-22,※終了※02_一般,37,553,6.69%,JPY,713,26364,1.00,2.70%,26364,1.00,0.00,< 10 %,22.57%,34.17%,65.83%,0.00%
2021-10-23,※終了※02_一般,25,292,8.56%,JPY,1030,25753,2.00,8.00%,12877,2.00,0.00,< 10 %,16.93%,29.37%,70.63%,0.00%
2021-10-24,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-10-25,※終了※02_一般,44,514,8.56%,JPY,921,40517,3.00,6.82%,13506,3.00,0.00,< 10 %,20.17%,29.76%,70.24%,0.00%
2021-10-26,※終了※02_一般,29,564,5.14%,JPY,1203,34888,5.78,19.94%,6035,5.78,0.00,< 10 %,19.65%,30.25%,69.75%,0.00%
2021-10-27,※終了※02_一般,29,543,5.34%,JPY,1062,30790,0.00,0.00%,0,0.00,0.00,< 10 %,19.14%,29.98%,60.39%,9.63%
2021-10-28,※終了※02_一般,28,424,6.60%,JPY,1013,28363,1.00,3.57%,28363,1.00,0.00,< 10 %,15.25%,23.60%,45.75%,30.64%
2021-10-29,※終了※02_一般,26,361,7.20%,JPY,961,24997,1.07,4.11%,23379,1.07,0.00,< 10 %,14.02%,20.88%,32.38%,46.75%
2021-10-30,※終了※02_一般,15,169,8.88%,JPY,909,13633,1.00,6.67%,13633,1.00,0.00,< 10 %,20.83%,27.59%,60.07%,12.34%
2021-10-31,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-11-01,※終了※02_一般,30,447,6.71%,JPY,928,27833,1.00,3.33%,27833,1.00,0.00,< 10 %,14.89%,26.53%,45.83%,27.64%
2021-11-02,※終了※02_一般,34,418,8.13%,JPY,820,27893,2.00,5.88%,13947,2.00,0.00,< 10 %,13.36%,20.33%,31.51%,48.15%
2021-11-03,※終了※02_一般,33,439,7.52%,JPY,755,24905,2.00,6.06%,12453,2.00,0.00,12.43%,27.10%,37.39%,50.34%,12.27%
2021-11-04,※終了※02_一般,28,438,6.39%,JPY,832,23296,1.00,3.57%,23296,1.00,0.00,< 10 %,15.41%,26.27%,48.84%,24.88%
2021-11-05,※終了※02_一般,34,340,10.00%,JPY,740,25160,1.00,2.94%,25160,1.00,0.00,< 10 %,12.37%,18.68%,36.48%,44.84%
2021-11-06,※終了※02_一般,28,309,9.06%,JPY,962,26938,1.00,3.57%,26938,1.00,0.00,< 10 %,18.55%,29.07%,43.13%,27.81%
2021-11-07,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-11-08,※終了※02_一般,36,439,8.20%,JPY,691,24884,4.00,11.11%,6221,4.00,0.00,< 10 %,14.16%,24.72%,18.00%,57.27%
2021-11-09,※終了※02_一般,25,394,6.35%,JPY,1009,25225,4.00,16.00%,6306,4.00,0.00,< 10 %,13.12%,22.95%,17.59%,59.46%
2021-11-10,※終了※02_一般,28,426,6.57%,JPY,872,24413,0.00,0.00%,0,0.00,0.00,< 10 %,15.18%,24.77%,47.07%,28.15%
2021-11-11,※終了※02_一般,25,348,7.18%,JPY,996,24890,1.00,4.00%,24890,1.00,0.00,< 10 %,11.58%,19.61%,20.44%,59.94%
2021-11-12,※終了※02_一般,26,458,5.68%,JPY,959,24939,1.96,7.53%,12747,1.96,0.00,< 10 %,15.30%,24.39%,44.90%,30.71%
2021-11-13,※終了※02_一般,27,259,10.42%,JPY,969,26174,1.00,3.70%,26174,1.00,0.00,< 10 %,17.76%,25.47%,29.48%,45.05%
2021-11-14,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-11-15,※終了※02_一般,35,403,8.68%,JPY,701,24538,0.94,2.67%,26222,0.94,0.00,< 10 %,13.43%,22.46%,20.83%,56.71%
2021-11-16,※終了※02_一般,31,421,7.36%,JPY,791,24514,1.00,3.23%,24514,1.00,0.00,< 10 %,16.61%,24.64%,48.05%,27.31%
2021-11-17,※終了※02_一般,32,425,7.53%,JPY,746,23887,1.00,3.13%,23887,1.00,0.00,< 10 %,14.65%,25.73%,47.68%,26.59%
2021-11-18,※終了※02_一般,37,480,7.71%,JPY,717,26522,1.00,2.70%,26522,1.00,0.00,< 10 %,14.75%,23.69%,51.63%,24.68%
2021-11-19,※終了※02_一般,30,561,5.35%,JPY,829,24870,1.00,3.33%,24870,1.00,0.00,< 10 %,18.91%,29.06%,67.27%,3.67%
2021-11-20,※終了※02_一般,18,310,5.81%,JPY,882,15868,0.00,0.00%,0,0.00,0.00,< 10 %,14.92%,25.39%,74.61%,0.00%
2021-11-21,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-11-22,※終了※02_一般,21,399,5.26%,JPY,734,15417,1.00,4.76%,15417,1.00,0.00,< 10 %,12.98%,23.42%,76.58%,0.00%
2021-11-23,※終了※02_一般,20,333,6.01%,JPY,786,15710,1.00,5.00%,15710,1.00,0.00,< 10 %,13.09%,25.14%,74.86%,0.00%
2021-11-24,※終了※02_一般,16,324,4.94%,JPY,665,10643,0.00,0.00%,0,0.00,0.00,< 10 %,< 10 %,19.84%,80.16%,0.00%
2021-11-25,※終了※02_一般,30,471,6.37%,JPY,578,17336,2.27,7.58%,7624,2.27,0.00,< 10 %,14.32%,24.13%,75.87%,0.00%
2021-11-26,※終了※02_一般,25,361,6.93%,JPY,773,19335,1.00,4.00%,19335,1.00,0.00,< 10 %,10.51%,20.11%,79.89%,0.00%
2021-11-27,※終了※02_一般,17,210,8.10%,JPY,814,13836,0.00,0.00%,0,0.00,0.00,< 10 %,11.12%,19.79%,80.21%,0.00%
2021-11-28,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-11-29,※終了※02_一般,22,321,6.85%,JPY,700,15401,2.00,9.09%,7701,2.00,0.00,< 10 %,< 10 %,19.61%,80.39%,0.00%
2021-11-30,※終了※02_一般,10,254,3.94%,JPY,801,8006,1.00,10.00%,8006,1.00,0.00,< 10 %,< 10 %,15.90%,84.10%,0.00%
2021-12-01,※終了※02_一般,24,240,10.00%,JPY,715,17168,2.00,8.33%,8584,2.00,0.00,< 10 %,< 10 %,17.35%,82.65%,0.00%
2021-12-02,※終了※02_一般,19,425,4.47%,JPY,624,11860,0.00,0.00%,0,0.00,0.00,< 10 %,13.54%,24.09%,75.91%,0.00%
2021-12-03,※終了※02_一般,34,334,10.18%,JPY,955,32474,1.00,2.94%,32474,1.00,0.00,< 10 %,10.84%,19.67%,80.33%,0.00%
2021-12-04,※終了※02_一般,31,428,7.24%,JPY,1201,37242,1.00,3.23%,37242,1.00,0.00,< 10 %,22.86%,41.95%,58.05%,0.00%
2021-12-05,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-12-06,※終了※02_一般,38,477,7.97%,JPY,901,34229,1.00,2.63%,34229,1.00,0.00,< 10 %,14.07%,29.56%,51.29%,19.14%
2021-12-07,※終了※02_一般,33,380,8.68%,JPY,980,32335,0.00,0.00%,0,0.00,0.00,< 10 %,13.40%,25.58%,43.77%,30.65%
2021-12-08,※終了※02_一般,32,362,8.84%,JPY,1040,33279,2.00,6.25%,16640,2.00,0.00,< 10 %,11.65%,23.92%,21.65%,54.43%
2021-12-09,※終了※02_一般,41,423,9.69%,JPY,731,29984,4.11,10.03%,7295,4.11,0.00,< 10 %,15.00%,33.62%,41.34%,25.04%
2021-12-10,※終了※02_一般,32,529,6.05%,JPY,961,30761,2.00,6.25%,15381,2.00,0.00,< 10 %,21.26%,36.89%,63.11%,0.00%
2021-12-11,※終了※02_一般,25,389,6.43%,JPY,1100,27503,3.00,12.00%,9168,3.00,0.00,< 10 %,24.26%,43.85%,56.15%,0.00%
2021-12-12,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-12-13,※終了※02_一般,36,565,6.37%,JPY,753,27095,1.00,2.78%,27095,1.00,0.00,< 10 %,19.25%,36.85%,50.75%,12.40%
2021-12-14,※終了※02_一般,26,461,5.64%,JPY,850,22104,1.00,3.85%,22104,1.00,0.00,< 10 %,15.87%,30.86%,45.12%,24.02%
2021-12-15,※終了※02_一般,28,479,5.85%,JPY,918,25697,0.00,0.00%,0,0.00,0.00,< 10 %,16.91%,34.26%,40.72%,25.02%
2021-12-16,※終了※02_一般,28,386,7.25%,JPY,912,25524,1.62,5.77%,15798,1.62,0.00,< 10 %,13.28%,25.88%,16.08%,58.04%
2021-12-17,※終了※02_一般,27,420,6.43%,JPY,948,25606,1.00,3.70%,25606,1.00,0.00,< 10 %,17.34%,32.47%,39.12%,28.41%
2021-12-18,※終了※02_一般,23,348,6.61%,JPY,1045,24030,2.07,9.01%,11591,2.07,0.00,< 10 %,21.04%,38.48%,43.59%,17.93%
2021-12-19,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-12-20,※終了※02_一般,27,399,6.77%,JPY,922,24890,2.00,7.41%,12445,2.00,0.00,< 10 %,13.76%,29.29%,45.79%,24.92%
2021-12-21,※終了※02_一般,23,454,5.07%,JPY,817,18796,1.00,4.35%,18796,1.00,0.00,< 10 %,17.87%,36.16%,36.08%,27.75%
2021-12-22,※終了※02_一般,25,510,4.90%,JPY,1062,26560,1.00,4.00%,26560,1.00,0.00,< 10 %,20.49%,34.60%,51.67%,13.73%
2021-12-23,※終了※02_一般,24,458,5.24%,JPY,908,21787,0.00,0.00%,0,0.00,0.00,< 10 %,19.29%,34.25%,46.40%,19.35%
2021-12-24,※終了※02_一般,32,396,8.08%,JPY,681,21778,1.00,3.13%,21778,1.00,0.00,< 10 %,18.27%,35.53%,40.56%,23.91%
2021-12-25,※終了※02_一般,20,456,4.39%,JPY,943,18850,0.00,0.00%,0,0.00,0.00,11.40%,31.45%,54.15%,45.85%,0.00%
2021-12-26,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2021-12-27,※終了※02_一般,23,405,5.68%,JPY,885,20360,0.00,0.00%,0,0.00,0.00,< 10 %,19.80%,37.22%,50.05%,12.73%
2021-12-28,※終了※02_一般,16,305,5.25%,JPY,1147,18359,0.18,1.13%,101495,0.18,0.00,< 10 %,15.57%,32.14%,44.42%,23.44%
2021-12-29,※終了※02_一般,21,247,8.50%,JPY,850,17842,1.00,4.76%,17842,1.00,0.00,< 10 %,20.12%,32.47%,41.92%,25.61%
2021-12-30,※終了※02_一般,8,262,3.05%,JPY,584,4672,1.00,12.50%,4672,1.00,0.00,< 10 %,17.16%,37.70%,62.30%,0.00%
2021-12-31,※終了※02_一般,6,192,3.13%,JPY,917,5504,0.00,0.00%,0,0.00,0.00,< 10 %,16.36%,37.56%,62.44%,0.00%
2022-01-01,※終了※02_一般,14,207,6.76%,JPY,892,12484,1.00,7.14%,12484,1.00,0.00,< 10 %,17.36%,38.94%,61.06%,0.00%
2022-01-04,※終了※02_一般,18,155,11.61%,JPY,713,12838,1.00,5.56%,12838,1.00,0.00,< 10 %,19.52%,33.11%,66.89%,0.00%
2022-01-05,※終了※02_一般,55,495,11.11%,JPY,459,25232,1.00,1.82%,25232,1.00,0.00,13.47%,23.70%,30.49%,69.51%,0.00%
2022-01-06,※終了※02_一般,70,545,12.84%,JPY,682,47759,1.00,1.43%,47759,1.00,0.00,22.02%,34.19%,43.58%,56.42%,0.00%
2022-01-07,※終了※02_一般,23,199,11.56%,JPY,603,13875,1.00,4.35%,13875,1.00,0.00,< 10 %,21.86%,37.04%,62.96%,0.00%
2022-01-08,※終了※02_一般,2,81,2.47%,JPY,622,1244,0.00,0.00%,0,0.00,0.00,< 10 %,11.74%,25.09%,74.91%,0.00%
2022-01-09,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2022-01-09,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2022-01-10,01_指名,1,2,50.00%,JPY,1082,1082,0.00,0.00%,0,0.00,0.00,50.00%,100.00%,100.00%,0.00%,0.00%
2022-01-10,※終了※02_一般,12,132,9.09%,JPY,553,6635,0.00,0.00%,0,0.00,0.00,< 10 %,14.25%,31.11%,68.89%,0.00%
2022-01-11,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2022-01-11,※終了※02_一般,3,120,2.50%,JPY,359,1077,0.00,0.00%,0,0.00,0.00,< 10 %,12.54%,29.92%,70.08%,0.00%
2022-01-11,※終了※03_競合,0,9,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,37.50%,38.89%,61.11%,0.00%
2022-01-12,01_指名,1,1,100.00%,JPY,742,742,0.00,0.00%,0,0.00,0.00,100.00%,100.00%,100.00%,0.00%,0.00%
2022-01-12,※終了※02_一般,20,227,8.81%,JPY,740,14806,1.82,9.10%,8139,1.82,0.00,< 10 %,13.57%,29.30%,70.70%,0.00%
2022-01-12,※終了※03_競合,13,450,2.89%,JPY,471,6118,0.00,0.00%,0,0.00,0.00,24.82%,55.89%,64.13%,35.87%,0.00%
2022-01-13,※終了※02_一般,19,250,7.60%,JPY,599,11379,1.00,5.26%,11379,1.00,0.00,< 10 %,11.04%,27.52%,72.48%,0.00%
2022-01-13,※終了※03_競合,39,549,7.10%,JPY,647,25214,1.93,4.94%,13086,1.93,0.00,32.31%,56.58%,67.19%,32.81%,0.00%
2022-01-14,※終了※02_一般,11,171,6.43%,JPY,458,5041,1.00,9.09%,5041,1.00,0.00,< 10 %,< 10 %,22.78%,77.22%,0.00%
2022-01-14,※終了※03_競合,38,346,10.98%,JPY,919,34911,0.00,0.00%,0,0.00,0.00,43.15%,71.32%,80.81%,19.19%,0.00%
2022-01-15,※終了※02_一般,8,101,7.92%,JPY,669,5350,1.00,12.50%,5350,1.00,0.00,< 10 %,< 10 %,25.27%,74.73%,0.00%
2022-01-15,※終了※03_競合,1,86,1.16%,JPY,364,364,0.00,0.00%,0,0.00,0.00,20.00%,73.00%,79.00%,21.00%,0.00%
2022-01-16,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2022-01-16,※終了※02_一般,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2022-01-16,※終了※03_競合,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2022-01-17,01_指名,1,1,100.00%,JPY,677,677,0.00,0.00%,0,0.00,0.00,100.00%,100.00%,100.00%,0.00%,0.00%
2022-01-17,※終了※02_一般,30,409,7.33%,JPY,871,26144,1.00,3.33%,26144,1.00,0.00,18.24%,32.14%,48.94%,51.06%,0.00%
2022-01-17,※終了※03_競合,0,68,0.00%,JPY,0,0,0.00,0,0,0.00,0.00,12.28%,43.86%,53.91%,46.09%,0.00%
2022-01-18,01_指名,1,1,100.00%,JPY,348,348,0.00,0.00%,0,0.00,0.00,100.00%,100.00%,100.00%,0.00%,0.00%
2022-01-18,※終了※02_一般,54,683,7.91%,JPY,926,49995,1.00,1.85%,49995,1.00,0.00,39.53%,59.24%,66.09%,33.91%,0.00%
2022-01-18,※終了※03_競合,2,132,1.52%,JPY,439,878,0.00,0.00%,0,0.00,0.00,30.11%,57.53%,65.43%,34.57%,0.00%
2022-01-19,01_指名,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00,< 10 %,< 10 %,< 10 %,> 90 %,0.00%
2022-01-19,※終了※02_一般,53,573,9.25%,JPY,925,49012,1.00,1.89%,49012,1.00,0.00,35.41%,51.76%,61.98%,38.02%,0.00%
2022-01-19,※終了※03_競合,4,133,3.01%,JPY,827,3309,0.00,0.00%,0,0.00,0.00,24.73%,56.99%,64.89%,35.11%,0.00%
2022-01-20,01_指名,2,9,22.22%,JPY,656,1311,0.00,0.00%,0,0.00,0.00,20.00%,40.00%,81.82%,18.18%,0.00%
2022-01-20,※終了※02_一般,51,571,8.93%,JPY,995,50761,0.00,0.00%,0,0.00,0.00,28.90%,42.82%,48.80%,20.99%,30.20%
2022-01-20,※終了※03_競合,4,154,2.60%,JPY,582,2329,0.00,0.00%,0,0.00,0.00,20.81%,61.99%,67.26%,32.74%,0.00%
2022-01-21,※終了※02_一般,9,114,7.89%,JPY,907,8163,0.00,0.00%,0,0.00,0.00,35.25%,59.71%,77.14%,22.86%,0.00%
2022-01-21,※終了※03_競合,2,41,4.88%,JPY,646,1291,0.00,0.00%,0,0.00,0.00,23.68%,92.11%,94.74%,5.26%,0.00%
2022-01-21,02_一般／リースバック複合KW,0,0,0,JPY,0,0,0.00,0,0,0.00,0.00, --, --, --, --, --
2022-01-22,02_一般／リースバック複合KW,19,161,11.80%,JPY,1578,29981,1.00,5.26%,29981,1.00,0.00,18.12%,50.34%,73.03%,26.97%,0.00%
2022-01-23,02_一般／リースバック複合KW,16,123,13.01%,JPY,968,15486,0.00,0.00%,0,0.00,0.00,18.43%,34.56%,56.93%,11.88%,31.19%
2022-01-24,02_一般／リースバック複合KW,15,160,9.38%,JPY,1043,15639,0.00,0.00%,0,0.00,0.00,12.64%,27.97%,55.93%,20.37%,23.70%
2022-01-25,02_一般／リースバック複合KW,8,120,6.67%,JPY,1288,10305,1.00,12.50%,10305,1.00,0.00,11.00%,30.62%,54.76%,33.33%,11.90%
2022-01-26,02_一般／リースバック複合KW,22,177,12.43%,JPY,1180,25952,3.30,15.00%,7864,3.30,0.00,18.03%,39.48%,66.10%,19.49%,14.41%
2022-01-27,02_一般／リースバック複合KW,24,146,16.44%,JPY,843,20227,0.70,2.92%,28897,0.70,0.00,15.94%,32.61%,48.61%,51.39%,0.00%
